"Dewey classification","BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Name","Dates associated with name","Type of name","Role","All names","Title","Variant titles","Series title","Number within series","Country of publication","Place of creation/publication","Publisher","Date of creation/publication","Edition","Physical description","BL shelfmark","Topics","Genre","Languages","Notes","Provenance"
"741.942","016511330","Monograph","Language material ; Still image ; Text","Volume","GBB5G9678","","9780952225836","Orwell, George","1903-1950","person","author","Orwell, George, 1903-1950, author [person]","The art of Donald McGill","","","","England","","Greaves & Thomas","2009","","15 pages, black and white illustrations, 21 cm","YC.2015.a.12995","McGill, Donald Fraser Gould, 1875-1962","","English","",""
"759.2","009914035","Monograph","Language material ; Text","Volume","GBA223768","","","Collected Works of George Orwell, and Other Paintings (Exhibition), Percy Miller Gallery, London, England","2000-2001","meeting/conference","","Brown, Neal, 1955- [person] ; Percy Miller Gallery (London, England) [organisation] ; Collected Works of George Orwell, and Other Paintings (Exhibition), Percy Miller Gallery, London, England, 2000-2001 [meeting/conference] ; Morley, Simon, 1958- [person]","The collected works of George Orwell and other paintings","","","","England","London","Percy Miller ; Utopia","2000","","34 pages, illustrations, 18 cm","YC.2002.a.6226","Title pages in art--Exhibitions ; Morley, Simon, 1958---Exhibitions ; Orwell, George, 1903-1950--Exhibitions","Exhibition","English","Published to accompany an exhibition of the same title at the Gallery 7th December 2000 - 27th January 2001",""
"785.836195","018373572","Monograph","Notated music","Volume","","","","Inglis, Brian","1969-","person","composer","Orwell, George, 1903-1950 [person] ; Inglis, Brian, 1969-, composer [person] ; Aung San Suu Kyi [person]","Burmese pictures : for recorder ensemble","Biruma kara no tegami ; Burmese days","","","England","Chipping Norton","Composers","2016","Edition, 2,2016 ; Score","1 score (8 pages), 30 x 43 cm","P.2302. (2.)","Woodwind quintets (Recorders (5))--Scores ; Monologues with music (Woodwind ensemble)--Scores ; Orwell, George, 1903-1950--Musical settings ; Woodwind quartets (Recorders (4))--Scores ; Inglis, Brian, 1969---Manuscripts--Facsimiles ; Aung San Suu Kyi--Musical settings ; Music--Manuscripts--Facsimiles","Chamber music ; Facsimile ; Manuscript ; Music","English","Duration: 7 min, 30 sec ; For 4 or 5 recorder players, playing sopranino, descant, treble, tenor, bass and contrabass recorders. The player of the optional fifth part may also recite the texts, or these may be spoken by a separate performer ; Includes composer's notes and performance notes ; Reproduced from holograph ; Spoken-word texts by George Orwell (from his Burmese days) and Aung San Suu Kyi (from her Letters from Burma)",""
"808.81936","013386170","Monograph","Language material ; Text","Volume","GBA616627","","9780415385060","Stephens, Piers","","person","","Stephens, Piers [person]","Nature, liberty and dystopia : on the moral significance of nature for human freedom","","Routledge research in environmental politics","","England","London","Routledge","2006","","224 pages, 24 cm","","Huxley, Aldous, 1894-1963 ; Ecology--Political aspects ; Orwell, George, 1903-1950 ; Bradbury, Ray, 1920-2012 ; Dystopias ; Liberty in literature ; Zami︠a︡tin, Evgeniĭ Ivanovich, 1884-1937 ; Nature in literature","","English","",""
"809","009016987","Monograph","Language material ; Text","Volume","GB6609158","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Collected essays","","Mercury books -no.17","","United Kingdom","","Heinemann","1966","","460 pages, 20 cm","","","","English","This collection (B61-9501) originally publihsed, Secker & Warburg",""
"809","011575163","Monograph","Language material ; Text","Volume","GB6109501","","","Orwell, George","1903-1950","person","","Orwell, George, 1903-1950 [person]","Collected essays","","","","United Kingdom","","Secker & Warburg","1961","","434 pages, 21 cm","","","","English","Contents: Critical essays, 1946. Shooting an elephant (B50-10278) 1950-England, your England (B53-13943) 1953",""
"809.933581","019104740","Monograph","Language material ; Text","Online resource","GBB8K6447","","9781527519992","","","","","","TOTALITARIAN (IN) EXPERIENCE IN LITERARY WORKS AND THEIR TRANSLATIONS : between east and west","","","","","","Cambridge Scholars","2018","","1 online resource (xiii, 263 pages)","ELD.DS.346593","Huxley, Aldous, 1894-1963 ; Polish literature ; Science fiction, English ; Society & social sciences ; Cultural studies ; Zniewolony umysł (Miłosz, Czesław) ; English fiction--20th century--History and criticism ; Orwell, George, 1903-1950 ; BIOGRAPHY & AUTOBIOGRAPHY / Literary ; Kompleks polski (Konwicki, Tadeusz) ; Totalitarianism in literature ; Polish literature--20th century--History and criticism ; Brave new world (Huxley, Aldous) ; Translation & interpretation ; Nineteen eighty-four (Orwell, George) ; English fiction--Translations ; Science fiction, English--20th century--History and criticism ; Polish literature--Translations","Criticsm and interpretation","English","",""
"810.9","012736097","Monograph","Language material ; Text","Volume","","","9789062563340","","","","","Kroes, Rob, 1940- [person]","Nineteen eighty-four and the apocalyptic imagination in America","","European contributions to American studies","8 [European contributions to American studies]","Netherlands","Amsterdam","Free University Press","1985","","230 pages","YH.1986.b.45","Dystopias in literature ; Politics in literature ; End of the world in literature ; Utopias in literature ; Prophecies in literature ; English literature--American writers--to date ; Fiction in English--Orwell, George--1903-1950 ; Orwell, George, 1903-1950 ; American literature--20th century--History and criticism ; Apocalyptic literature--History and criticism ; American literature--English influences","","English","",""
"813.509372","011724279","Monograph","Language material ; Text","Volume","","","9780761822714","Carter, Steven","1943-","person","","Carter, Steven, 1943- [person]","A do-it-yourself dystopia : the Americanization of Big Brother","","","","United States of America","Lanham, Maryland","America ; University Press","2002","Revised edition","","m03/25223","Dystopias in literature ; American fiction--English influences ; American fiction--20th century--History and criticism ; United States--Civilization--20th century ; Orwell, George, 1903-1950 ; Popular culture--United States--History--20th century ; Orwell, George, 1903-1950--Influence","","English","",""
"813.50938","010343632","Monograph","Language material ; Text","Volume","GBA2U6890","","9780333775370 ; 9780333775387","Decker, James M.","1967-","person","","Decker, James M., 1967- [person]","Ideology","","Transitions","","England","Basingstoke","Palgrave Macmillan","2004","","ix, 195 pages, 23 cm","YC.2005.a.3409 ; m03/36254","Faulkner, William, 1897-1962 ; Literature--History and criticism--Theory, etc ; Ideology in literature ; Subjectivity in literature ; Literature and society ; Orwell, George, 1903-1950 ; Politics and literature ; Morrison, Toni ; American fiction--20th century--History and criticism--Theory, etc","","English","",""
"813.50938","017742994","Monograph","Language material ; Text","Online resource","GBB740239","","9781137143600","Decker, James M.","1967-","person","","Decker, James M., 1967- [person]","Ideology","George Orwell's 1984 and Political Ideology -- ; Ideology and Institutional Authority -- ; Ideology and the Paradox of Subjectivity -- ; Introduction to 'Ideology' -- ; Political Ideology -- ; The 'Post-Ideological' Era? ; Toni Morrison's Sula and Subjective Ideology -- ; William Faulkner's 'Barn Burning' and Institutional Ideology --","Transitions","","England ; United Kingdom","Basingstoke","Palgrave Macmillan","2003","","1 online resource (208 pages)","ELD.DS.48372","Faulkner, William, 1897-1962 ; Literature--History and criticism--Theory, etc ; Ideology in literature ; Subjectivity in literature ; Literature and society ; Orwell, George, 1903-1950 ; Politics and literature ; Letterkunde ; Morrison, Toni ; Ideologie ; History of Western philosophy ; American fiction--20th century--History and criticism--Theory, etc","","English","",""
"813.5209","013290648","Monograph","Language material ; Text","Volume","GBA709586","","9780817314682","Berman, Ronald","","person","","Berman, Ronald [person]","Modernity and progress : Fitzgerald, Hemingway, Orwell","","","","United States of America","Tuscaloosa, Alabama","University of Alabama Press","2005","","123 pages, illustrations, 24 cm","YC.2007.a.1743 ; m05/.35389","Literature and history--English-speaking countries ; American fiction--20th century--History and criticism ; Modernism (Literature)--English-speaking countries ; Fitzgerald, F. Scott (Francis Scott), 1896-1940--Criticism and interpretation ; Orwell, George, 1903-1950--Criticism and interpretation ; Progress in literature ; Hemingway, Ernest, 1899-1961--Criticism and interpretation","","English","",""
"813.54","009383251","Monograph","Language material ; Text","Volume","GB94A1737","","9780029153352","Huber, Peter W. (Peter William)","1952-","person","","Huber, Peter W. (Peter William), 1952- [person]","Orwell's revenge : the 1984 palimpsest","","","","England ; United States of America","New York ; Oxford","Free Press ; Macmillan","1994","","374 pages, 25 cm","94/25416 ; YC.1996.b.1198","United States ; English fiction ; Orwell, George, 1903-1950--Parodies, imitations, etc","","English","",""
"813.6","017095710","Monograph","Language material ; Text","Volume","GBB530153","","9781616954949","Ervin, Andrew","","person","author","Ervin, Andrew, author [person]","Burning down George Orwell's house","","","","United States of America","New York","Soho","2015","","1 volume, 21 cm","","Jura (Scotland)--Fiction ; Orwell, George, 1903-1950--Homes and haunts--Scotland--Jura--Fiction","Fiction","English","",""
